         173211       174724      176147       178415      180288     187305      188379      189365      190394      195239      195472       196811     197034       197407     197592       198090      200090      201025      201427      201570       201573       201739      204515     206311       206571      206659      208149      208980      209760      211511
1  -0.922452528  0.005019331 -0.30154741  0.458176597  0.65584068  0.2068383 -0.29610740 -0.19056368  0.68676529  0.76272787 -0.94452742  0.624510860 -0.7864219  0.221319683  0.6806913 -0.646953946 -0.98139214  0.01319428 -0.08928135 -0.10844666 -0.565209339 -0.527043273  0.86431182  0.5971008  0.130680789  0.21112310 -0.09255991 -0.12827947 -0.47719972  0.38744446
2   0.279470295 -0.563332640 -0.76407842 -0.435325564  0.76156299 -0.7224517  0.11953246 -0.38894111 -0.05931175  0.77190381  0.69031456  0.752269498  0.7627462  0.993931812  0.2954713 -0.919907841 -0.74994916 -0.49781771  0.19442863 -0.38215603 -0.511615110 -0.662371996 -0.85176518 -0.5743055 -0.006769929  0.60699043  0.68510054 -0.57243245 -0.04196086 -0.39704443
3   0.918288774  0.816376366  0.39828324  0.973667279  0.30341084  0.9621846  0.01963202  0.01016673 -0.93580713  0.52700697  0.21484960 -0.719726116  0.2696599  0.909721463  0.1738458  0.237046328 -0.74000679  0.85674063  0.55815698  0.48427546 -0.770466447 -0.291124740 -0.09276802  0.9301161  0.575387218 -0.99929103  0.67742513  0.41493455 -0.70375271  0.64971213
4   0.819710753 -0.819272631  0.72284580 -0.006795108  0.90894997 -0.8337895  0.98794093 -0.90621324 -0.19437093  0.86708170 -0.42049492  0.174161791 -0.5518192 -0.770992467 -0.9184088 -0.173205246 -0.22974281  0.31860424  0.08743497  0.22683454  0.006565358 -0.818940109 -0.43836083 -0.5570692 -0.145164929  0.02765306  0.82974589 -0.55839406 -0.57641147  0.09539869
5   0.189323843  0.766460843  0.24792693  0.248306113 -0.10929350 -0.8162494  0.21158065  0.20838666  0.65531954  0.03393437  0.62992520 -0.008034489 -0.1341349 -0.669570069  0.1522925 -0.133832098  0.21624832 -0.75787053  0.74915522  0.50520272  0.734828887 -0.604035167  0.20811888  0.6332058  0.175925462  0.80184200 -0.24020753  0.66114414 -0.21998859  0.52903481
6  -0.925745854 -0.901690859  0.06862897 -0.556738914 -0.77101935  0.1957271 -0.96191761 -0.19783729  0.11267712  0.64233127  0.10299272 -0.282946847  0.9252867  0.202477025 -0.4805233 -0.766969381 -0.45466044 -0.81412575  0.46645592  0.29533400 -0.914261597 -0.153277409 -0.23012414  0.2562587  0.725971846 -0.18638298  0.41633464  0.98500612  0.35037687  0.06578520
7  -0.431859526 -0.149165147 -0.11636530  0.313298298 -0.61754715 -0.4412182  0.55416211  0.15305055 -0.81285780 -0.04100805 -0.30585880 -0.634591063  0.5278232  0.866801653 -0.4331930 -0.706959541 -0.42879996  0.80941895  0.14900357  0.63497663 -0.370032523 -0.678701723 -0.95678245 -0.7140157  0.476135081  0.23218728 -0.09722986 -0.33204083  0.24831924  0.23395855
8  -0.401195682  0.263917457 -0.04664079  0.045863941  0.08032058  0.8425974  0.58889132 -0.61010028 -0.96960143  0.01923652  0.06551094 -0.519604932  0.2976860  0.892833640  0.9386024  0.709945592  0.91406745  0.27730552  0.89338653  0.42981152 -0.714876767  0.657274680  0.48600676 -0.6400745 -0.756616885  0.65871547  0.17407636 -0.98475405 -0.69913212  0.20728173
9   0.356333167  0.603642461 -0.65851453 -0.950386006  0.09290912 -0.9848679  0.75818394 -0.55686862 -0.58754132  0.62689201  0.15075808 -0.791078361  0.1198831 -0.287484417 -0.1753289  0.670735236 -0.24374776 -0.89864407 -0.67681528 -0.77522807 -0.279340523 -0.924335482 -0.63563804 -0.3575137 -0.356158289  0.67654484  0.38022872  0.74158075  0.07792712  0.13755132
10 -0.095443641 -0.680115019 -0.34111201 -0.440166820 -0.63519495  0.2485958  0.80984859 -0.82991412 -0.66818537  0.15987560  0.91111276 -0.733865156  0.7474420 -0.953719433 -0.4928757  0.607694974  0.35791888  0.66999754  0.79867310 -0.82039888 -0.239960635  0.576708508  0.87376146 -0.7952906 -0.324333475  0.68071728  0.16285161  0.01435890  0.59685469  0.05485792
11  0.934072870 -0.340841526 -0.69613549  0.273651984 -0.60293994 -0.8154603  0.68407436 -0.17139851 -0.90833568 -0.23761766 -0.44765666  0.542769487 -0.2455320 -0.701566427 -0.3801839  0.236306534 -0.54965982 -0.62326584 -0.40186913 -0.84153869 -0.801334782 -0.224998798 -0.33956793 -0.0101784  0.815332849 -0.78598844 -0.88647973 -0.22962503  0.23951231 -0.38499963
12 -0.279874694 -0.948786236 -0.63168533  0.166254340 -0.35040063 -0.2192076  0.91143193  0.84047033  0.96726477 -0.60941634  0.70185008  0.619426422  0.3375276  0.658466562 -0.4298087 -0.319519513 -0.74858936  0.52800143 -0.95207080 -0.75640300 -0.982896599 -0.005488655 -0.02375353  0.5724692 -0.690624591 -0.35191559  0.96698086  0.60822905  0.38685783 -0.36096827
13  0.777387275  0.990111340  0.01914193  0.711044393  0.27005436  0.2630211 -0.90128095  0.48683977  0.85454647 -0.86669350 -0.43167422 -0.816490176 -0.4870033  0.122218522  0.5362539 -0.475784695 -0.34386845  0.70399290 -0.70328669  0.35600447 -0.472204689 -0.209322970 -0.26559082 -0.3775389  0.079920426 -0.77822664  0.81038150  0.54144438  0.70069358  0.36455902
14  0.388049445  0.884527685 -0.92300869 -0.134121742  0.43825718 -0.3332129  0.79136531  0.33962545 -0.35691235  0.81064869 -0.94494168 -0.440399936  0.3315701  0.009929104  0.3011752  0.903099597  0.09351165  0.41392558  0.29389840  0.52171962 -0.118056083  0.155005612  0.10993312 -0.9828502 -0.651675063  0.04496265  0.72131611 -0.29613427 -0.24513662  0.19280502
15 -0.299636524 -0.721921443 -0.18948313  0.717919886  0.82701395  0.4155655 -0.38822306  0.82995311  0.49243917  0.81661708  0.33175914 -0.669709067  0.4005875 -0.445763865  0.1894699  0.404016649 -0.06252024 -0.81961698 -0.39397156 -0.42128689 -0.241959041  0.987279213  0.53414924 -0.1621570  0.716767156  0.96644410  0.68322930 -0.57472211  0.36907702 -0.35732395
16 -0.182693642  0.102846385 -0.63542772  0.846946429  0.30457916  0.7108851  0.82833799 -0.60234253 -0.28095628 -0.00569458  0.78954325 -0.999220384 -0.7339870 -0.570831084  0.3353490 -0.204733798  0.31538973  0.37989172  0.19412124  0.45537964  0.903587358 -0.814934466  0.74376251  0.3979780  0.774022028 -0.21001176  0.18608552 -0.12754604  0.17023874  0.59605634
17  0.535186106 -0.857723334  0.39972957  0.953224094 -0.08887653  0.2773441 -0.24335048 -0.49254276 -0.11659839 -0.63841782  0.11375604  0.101408933  0.3550284 -0.750039598  0.5009457  0.973462176 -0.12144327  0.75491116 -0.81951297  0.17254579  0.361240529 -0.869380924  0.13543543 -0.2181335  0.233724602 -0.25899234 -0.55240340  0.66583230 -0.57790296  0.87454756
18  0.272643644 -0.777779704 -0.65359407 -0.760350333 -0.98532899  0.9777156  0.86307236  0.62251644  0.28371974 -0.49256428 -0.39618829  0.466404435 -0.1906968 -0.363989078 -0.8624549  0.627711106 -0.90766599  0.76509121 -0.04425508  0.96056463 -0.120132429 -0.679171711 -0.87827219  0.2508445  0.717597259  0.49476564 -0.29120939 -0.27542752  0.85971648 -0.90488089
